Site No,Location,Gage,Remarks,Valid
12147680,"LOCATION - Lat 47Â°42'14.99"", long 121Â°36'02.79"" referenced to North American Datum of 1983, in sec.25, T.26 N., R.9 E., King County, WA, Hydrologic Unit 17110010, on left bank 0.3 mi upstream from confluence with S.F. Tolt River, 8.1 mi south of Index, and at mile 12.9.","GAGE - Water-stage recorder and crest-stage gage. Datum of gage is 1,846 ft above NAVD of 1988.",REMARKS - No regulation or diversion upstream from station. U.S. Geological Survey satellite telemeter at station.,2.0
12147900,"LOCATION - Lat 47Â°41'38"", long 121Â°41'16"" referenced to North American Datum of 1927, in NW 1/4 SW 1/4 sec.32, T.26 N., R.9 E., King County, WA, Hydrologic Unit 17110010, on top and near the center of the dam, 11.4 mi northeast of Carnation, and at mile 8.4.",GAGE - Water-stage recorder. Datum of gage is NGVD of 1929 (Seattle Public Utilites benchmark).,"REMARKS - Reservoir is formed by earthfill dam, with a concrete bell-mouth spillway, completed in 1962. Water used for municipal water supply by Seattle Water Department. Usable capacity, 15,600 acre-ft between elevations 1,749 ft (minimum pool) and 1,765 ft (maximum normal pool). Top of dam is at 1,775 ft with top of spillway at 1,757 ft. Flood control between elevations 1,749 and 1,757 ft. Figures given represent total contents at 2400 hours. U.S. Geological Survey satellite telemeter at station.",0.0
12148000,"LOCATION - Lat 47Â°41'22"", long 121Â°42'44"" referenced to North American Datum of 1927, in SW 1/4 SW 1/4 sec.31, T.26 N., R.9 E., King County, WA, Hydrologic Unit 17110010, on left bank 0.1 mi upstream from private road bridge, 1.6 mi downstream from South Fork Tolt Reservoir, 9.8 mi northeast of Carnation, and at mile 6.8.","GAGE - Water-stage recorder. Elevation of gage is 1,300 ft above NGVD of 1929, from river-profile map.","REMARKS - Regulation by South Fork Tolt Reservoir since September 1963. Seattle Public Utilities diverts streamflow upstream from the station. U.S. Geological Survey satellite telemeter at station.
Water Year 2014: City of Seattle Water Department diverted an average daily discharge of 77 ft3/s.
Water Year 2015: City of Seattle Water Department diverted an average daily discharge of 72 ft3/s.
Water Year 2016: City of Seattle Water Department diverted an average daily discharge of 66 ft3/s.
Water Year 2017: City of Seattle Water Department diverted an average daily discharge of 71 ft3/s.
Water Year 2018: City of Seattle Water Department diverted an average daily discharge of 74 ft3/s.
Water Year 2019: City of Seattle Water Department diverted an average daily discharge of 63 ft3/s.
Water Year 2020: City of Seattle Water Department diverted an average daily discharge of 66 ft3/s.
Water Year 2021: City of Seattle Water Department diverted an average daily discharge of 75 ft3/s.",0.0
12148300,"LOCATION - Lat 47Â°41'49"", long 121Â°47'10"" referenced to North American Datum of 1927, in SW 1/4 NE 1/4 sec.33, T.26 N., R.8 E., King County, WA, Hydrologic Unit 17110010, on right bank 2.3 mi upstream from mouth and 6.5 mi northeast of Carnation.","GAGE - Water-stage recorder and crest-stage gage. Elevation of gage is 670 ft above NGVD of 1929, from topographic map.","REMARKS - Flow regulated by South Fork Tolt Reservoir 6.1 mi upstream since September 1963. Gage is located below City of Seattle Powerhouse discharge return. U.S. Geological Survey satellite telemeter at station.
Water Year 2014: City of Seattle Water Department diverted an average daily discharge of 77 ft3/s.
Water Year 2015: City of Seattle Water Department diverted an average daily discharge of 72 ft3/s.
Water Year 2016: City of Seattle Water Department diverted an average daily discharge of 66 ft3/s.
Water Year 2017: City of Seattle Water Department diverted an average daily discharge of 71 ft3/s.
Water Year 2018: City of Seattle Water Department diverted an average daily discharge of 74 ft3/s.
Water Year 2019: City of Seattle Water Department diverted an average daily discharge of 63 ft3/s.
Water Year 2020: City of Seattle Water Department diverted an average daily discharge of 66 ft3/s.
Water Year 2021: City of Seattle Water Department diverted an average daily discharge of 75 ft3/s.
Water Year 2022: The amount of water diverted in WY 2022 by City of Seattle Water Department will be updated when the data is provided to the USGS.",0.0
12148500,"LOCATION - Lat 47Â°41'45"", long 121Â°49'22"" referenced to North American Datum of 1927, in SE 1/4 NE 1/4 sec.31, T.26 N., R.8 E., King County, WA, Hydrologic Unit 17110010, on right bank 500 ft downstream from the forks, 0.4 mi upstream from Stossel Creek, 5.5 mi northeast of Carnation, and at mile 8.7.","GAGE - Water-stage recorder. Elevation of gage is 348 ft above NGVD of 1929 (river-profile survey). Prior to Oct. 31, 1928, nonrecording gage, and Oct. 31, 1928, to Jan. 3, 1932, water-stage recorder at site 350 ft upstream at datum 7.1 ft higher (river-profile survey). Sept. 1 to Oct. 6, 1937, nonrecording gage at present site at datum 1.64 ft higher.","REMARKS - Some regulation by South Fork Reservoir, capacity, 57,830 acre-ft, and by Seattle City Light hydroelectric project, upstream from station. Chemical analyses July 1960 to September 1970. U.S. Geological Survey satellite telemeter at station.
Water Year 2014: City of Seattle Water Department diverted an average daily discharge of 77 ft3/s.
Water Year 2015: City of Seattle Water Department diverted an average daily discharge of 72 ft3/s.
Water Year 2016: City of Seattle Water Department diverted an average daily discharge of 66 ft3/s.
Water Year 2017: City of Seattle Water Department diverted an average daily discharge of 71 ft3/s.
Water Year 2018: City of Seattle Water Department diverted an average daily discharge of 74 ft3/s.
Water Year 2019: City of Seattle Water Department diverted an average daily discharge of 63 ft3/s.
Water Year 2020: City of Seattle Water Department diverted an average daily discharge of 66 ft3/s.
Water Year 2021: City of Seattle Water Department diverted an average daily discharge of 75 ft3/s.",0.0
12149000,"LOCATION - Lat 47Â°39'58"", long 121Â°55'27"" referenced to North American Datum of 1927, in NW 1/4 SW 1/4 sec.09, T.25 N., R.7 E., King County, WA, Hydrologic Unit 17110010, on left bank 40 ft downstream from highway bridge, 1.3 mi northwest of Carnation, 1.9 mi downstream from Tolt River, and at mile 23.0.","GAGE - Water-stage recorder. Datum of gage is NGVD of 1929 and 2.12 ft above NAVD 88 (USGS GNSS Level 2 Survey, Sept 2020). Prior to Dec. 20, 1933, nonrecording gage on old bridge, 100 ft upstream and Dec. 20, 1933, to Sept. 30, 1939, water-stage recorder at present site, at datum 42.96 ft higher.","REMARKS - Several small diversions for irrigation and domestic use upstream from station. Low flow diverted for operation of powerplant at Snoqualmie Falls but returned to river upstream from station. Some pondage at Snoqualmie Falls and some diurnal fluctuation caused by powerplant. Chemical analyses October 1966 to June 1969. Water temperatures October 1966 to June 1969. U.S. Geological Survey satellite telemeter at station.
Water Year 2014: City of Seattle Water Department diverted an average daily discharge of 77 ft3/s.
Water Year 2015: City of Seattle Water Department diverted an average daily discharge of 72 ft3/s.
Water Year 2016: City of Seattle Water Department diverted an average daily discharge of 66 ft3/s.
Water Year 2017: City of Seattle Water Department diverted an average daily discharge of 71 ft3/s.
Water Year 2018: City of Seattle Water Department diverted an average daily discharge of 74 ft3/s.
Water Year 2019: City of Seattle Water Department diverted an average daily discharge of 63 ft3/s.
Water Year 2020: City of Seattle Water Department diverted an average daily discharge of 66 ft3/s.
Water Year 2021: City of Seattle Water Department diverted an average daily discharge of 75 ft3/s.",1.0
12150400,"LOCATION - Lat 47Â°44'36"", long 121Â°59'12"" referenced to North American Datum of 1927, in SW 1/4 NW 1/4 sec.13, T.26 N., R.6 E., King County, WA, Hydrologic Unit 17110010, on right bank at downstream side of abandoned bridge pier 100 ft south of the present Woodinville-Duvall Rd. bridge in Duvall.",GAGE - Water stage recorder and crest-stage gage. Datum of gage is NGVD of 1929.,REMARKS - Geological Survey satellite telemeter at station.,2.0
12150800,"LOCATION - Lat 47Â°49'52"", long 122Â°02'50"" referenced to North American Datum of 1927, in NE 1/4 NW 1/4 sec.16, T.27 N., R.6 E., Snohomish County, WA, Hydrologic Unit 17110011, on left bank 150 ft upstream from State Highway 522 bridge, 0.1 mi downstream from confluence of Snoqualmie and Skykomish Rivers, 3.6 mi southwest of Monroe, and 6.0 mi south of Snohomish, at mi 20.4. Instrument box is located in the backyard of 13425 Elliott Rd, Snohomish, WA 98296","GAGE - Water-stage recorder. Datum of gage is 13.25 ft above NGVD of 1929. Prior to February 1963, crest-stage gage only at site about 800 ft downstream and Feb. 8, 1963, to May 27, 1964, water-stage recorder at site 100 ft upstream, at NGVD of 1929.","REMARKS - Some regulation by powerplant at Snoqualmie Falls, 40 mi upstream, and by Spada Lake, 30 mi upstream.
Minor diversions for irrigation returned to river upstream from gage. The City of Everett diverted an undetermined amount of discharge upstream from the station from Sultan River for municipal use.
Chemical analyses December 1974 to January 1976, July 1979 to September 1986. Unpublished records of water temperature and suspended-sediment concentration are available in the Tacoma office of the U.S. Geological Survey. U.S. Geological Survey satellite telemeter at station.
Water Year 2014: City of Seattle Water Department diverted an average daily discharge of 77 ft3/s.
Water Year 2015: City of Seattle Water Department diverted an average daily discharge of 72 ft3/s.
Water Year 2016: City of Seattle Water Department diverted an average daily discharge of 66 ft3/s.
Water Year 2017: City of Seattle Water Department diverted an average daily discharge of 71 ft3/s.
Water Year 2018: City of Seattle Water Department diverted an average daily discharge of 74 ft3/s.
Water Year 2019: City of Seattle Water Department diverted an average daily discharge of 63 ft3/s.
Water Year 2020: City of Seattle Water Department diverted an average daily discharge of 66 ft3/s.
Water Year 2021: City of Seattle Water Department diverted an average daily discharge of 75 ft3/s.
Water Year 2022: The amount of water diverted in WY 2022 by City of Seattle Water Department will be updated when the data is provided to the USGS.",0.0
12155300,"LOCATION - Lat 47Â°56'06"", long 122Â°04'19"" referenced to North American Datum of 1927, in NW 1/4 NW 1/4 sec.08, T.28 N., R.6 E., Snohomish County, WA, Hydrologic Unit 17110011, on right bank, 1.8 mi northeast of Snohomish, and at mile 3.6.",GAGE - Water-stage recorder and crest-stage gage. Datum of gage is 30.00 ft above NGVD of 1929.,REMARKS - U.S. Geological Survey satellite telemeter at station.,2.0
12155500,"LOCATION - Lat 47Â°54'45.84"", long 122Â°06'23.25"" referenced to North American Datum of 1983, in NE 1/4 SE 1/4 sec.13, T.28 N., R.5 E., Snohomish County, WA, Hydrologic Unit 17110011, at right bank pier of bridge on State Highway 9 in Snohomish.","GAGE - Water-stage recorder. Datum of gage is 9.86 ft below NGVD of 1929. Prior to February 3, 1960, at site half a mile upstream at datum 0.14 ft lower (corrected).",REMARKS - Large diurnal fluctuation due to tidal affect. Some regulation by power plants above station. Minor diversions for irrigation returned to river above gage. A slight amount of storage in Lake Chaplain by the City of Everett.,0.0
12157250,"LOCATION - Lat 48Â°03'31"", long 122Â°15'58"" referenced to North American Datum of 1927, in SW 1/4 NW 1/4 sec.26, T.30 N., R.4 E., Snohomish County, WA, Hydrologic Unit 17110019, on left bank 100 ft upstream from highway crossing, 0.25 mi upstream from mouth, and 0.9 mi east of Tulalip.","GAGE - Water-stage recorder and crest-stage gage. Elevation of gage is 20.3 ft below NGVD of 1929, from precision Global Positioning System (GPS). Oct. 1974 to Sept. 1977, water-stage recorder, at site downstream from highway crossing, at different datum.","REMARKS - Some natural regulation in lakes and beaver ponds. Chemical analysis November 1974 to March 1977. Water temperatures October 1974 to March 1977.
Water Year 2014 to 2016: Records fair except for estimated daily discharges, which are poor.
Water Year 2017: Records fair except for period of discharge Oct. 3 to May 17 and estimated daily discharges, which are poor.
Water Year 2018: Records fair except for discharges greater than 30 ft3/s, which are poor.
Water Year 2019: Records fair except for discharges greater than 30 ft3/s and estimated discharges, which are poor.
Water Year 2020: No estimated discharges. Records fair.",0.0
12158010,"LOCATION - Lat 48Â°05'58"", long 122Â°17'23"" referenced to North American Datum of 1927, in NW 1/4 SW 1/4 sec.10, T.30 N., R.4 E., Snohomish County, WA, Hydrologic Unit 17110019, Tulalip Indian Reservation, on right bank 75 ft shoreward of stream, 1.9 mi north of Tulalip and 2.3 mi upstream from mouth. Prior to Feb. 15, 2006, at site 1,500 ft downstream.","GAGE - Water-stage recorder. Elevation of gage is 120 ft above NGVD OF 1929, from topographic map. Prior to Feb. 15, 2006 at site 1,500 ft downstream at datum 97.2 ft above NGVD of 1929, from precision Global Positioning System (GPS).",REMARKS - There is some natural regulation from lakes in basin and significant alterations of flow due to beaver activity. U.S. Geological Survey satellite telemeter at station.,0.0
